UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
TESLARATI,@Teslarati,2020-06-01T14:52:54.000Z,"TESLARATI
@Teslarati
·
Jun 1, 2020","Tesla stock pushes toward $900 following Elon Musk’s big space achievement, analyst upgrades $TSLA
teslarati.com
Tesla stock reels in $900 following Elon Musk’s big space achievement, analyst upgrades
Tesla (NASDAQ: TSLA) moves closer to the $900 mark after a big weekend for CEO Elon Musk. Musk qualified for the first tranche of his multibillion-dollar performance bonus, and SpaceX successfully...
25
183
1.4K",,25,183,1.4K,[],https://twitter.com/Teslarati/status/1267469174747680774
TESLARATI,@Teslarati,2020-06-01T10:30:06.000Z,"TESLARATI
@Teslarati
·
Jun 1, 2020","Tesla is one of Australia's Most Trusted Automotive Companies
teslarati.com
Tesla is one of Australia's Most Trusted Automotive Companies
Tesla has officially cracked into the Top 3 in a list of the Ten Most Trusted Automotive Brands in Australia for 2020. Tesla finished 7th in 2019’s rankings. Japanese automotive manufacturer Toyota...
7
66
649",,7,66,649,[],https://twitter.com/Teslarati/status/1267403041130590211
TESLARATI,@Teslarati,2020-06-01T17:39:09.000Z,"TESLARATI
@Teslarati
·
Jun 1, 2020","Tesla patents aluminum “spray quench” process for molecular-level strengthening
teslarati.com
Tesla patents aluminum ""spray quench"" process for molecular-level strengthening
Tesla has submitted a patent that describes a new, more effective cooling process for manufacturing high-strength aluminum components to be used in its product line. The patent entitled, “System and...
8
73
521",,8,73,521,['https://pbs.twimg.com/card_img/1462297593242075137/gQ3cQtbv?format=jpg&name=small'],https://twitter.com/Teslarati/status/1267511015031390212
TESLARATI,@Teslarati,2020-06-01T22:45:26.000Z,"TESLARATI
@Teslarati
·
Jun 1, 2020","Tesla broadens Model 3 shop with All-Weather Protection Kit and PPF
teslarati.com
Tesla broadens Model 3 shop with All-Weather Protection Kit and PPF
Tesla has added a series of body protection kits for the Model 3 sedan to its online shop. The electric automaker now offers both a Paint Protection Film Kit and an All-Weather Protection Kit for...
3
25
241",,3,25,241,['https://pbs.twimg.com/card_img/1463717837994872833/gKtgi6eJ?format=jpg&name=small'],https://twitter.com/Teslarati/status/1267588091260305408
TESLARATI,@Teslarati,2020-06-01T12:01:20.000Z,"TESLARATI
@Teslarati
·
Jun 1, 2020","Tesla’s Biggest Enemy: The Spread of Misinformation from the Misinformed https://teslarati.com/teslas-biggest-enemy-the-spread-of-misinformation-from-the-misinformed/… by 
@KlenderJoey
teslarati.com
Tesla's Biggest Enemy: The Spread of Misinformation from the Misinformed
Automotive enthusiast and former Late-Night funny guy Jay Leno hosted Elon Musk and a series of Tesla vehicles on his show, Jay Leno’s Garage, earlier this week on CNBC. While most of the “well-inf...
8
42
330",,8,42,330,['https://pbs.twimg.com/card_img/1461690545437384704/moSBFRWD?format=jpg&name=small'],https://twitter.com/Teslarati/status/1267425997177192448
TESLARATI,@Teslarati,2020-06-02T14:16:10.000Z,"TESLARATI
@Teslarati
·
Jun 2, 2020","Tesla-to-Tusla rumors strengthen with latest recruitment website
teslarati.com
Tesla-to-Tulsa rumors strengthen with latest recruitment site
Tesla is looking for engineers who would relocate to the Central United States city for an opportunity to work at its new Cybertruck Gigafactory. The TulsaforTesla.com site claims that Tesla has not...
10
43
419",,10,43,419,[],https://twitter.com/Teslarati/status/1267822320472621059
TESLARATI,@Teslarati,2020-06-02T10:45:04.000Z,"TESLARATI
@Teslarati
·
Jun 2, 2020","Tesla Supercharger station becomes an ICE parking lot
teslarati.com
Tesla Supercharger station becomes an ICE parking lot
A Tesla Supercharger station in Las Vegas, Nevada, just off of the Strip, became a parking lot for petrol-powered cars. The 35-stall Supercharger station located at the High Roller, a 550-foot-tall...
38
43
404",,38,43,404,['https://pbs.twimg.com/card_img/1463666777947205632/tCCPknc8?format=jpg&name=small'],https://twitter.com/Teslarati/status/1267769191895089153
TESLARATI,@Teslarati,2020-06-03T07:04:10.000Z,"TESLARATI
@Teslarati
·
Jun 3, 2020","Tesla owner ‘charges’ Model 3 with homemade solar panel trailer
teslarati.com
Tesla owner 'charges' Model 3 with homemade solar panel trailer
A Tesla owner has demonstrated a rather novel way to charge his Model 3. In a recent video, Sean Callaghan of the ItsYeBoi YouTube channel opted to use a series of off-the-shelf solar panel sheets...
18
65
750",,18,65,750,[],https://twitter.com/Teslarati/status/1268075990045122561
TESLARATI,@Teslarati,2020-06-03T15:35:08.000Z,"TESLARATI
@Teslarati
·
Jun 3, 2020","Tesla Model Y factory shell in China’s Gigafactory Shanghai is complete
teslarati.com
Tesla Model Y factory shell in China's Gigafactory Shanghai is complete
When Tesla completed the factory shell of Gigafactory Shanghai’s Model 3 factory last year, critics could barely believe their eyes. Tesla, after all, incited a significant amount of skepticism when...
11
75
597",,11,75,597,[],https://twitter.com/Teslarati/status/1268204579914727426
TESLARATI,@Teslarati,2020-06-04T07:30:06.000Z,"TESLARATI
@Teslarati
·
Jun 4, 2020","Tesla Model Y configurator goes live in China, hints at 2021 deliveries
https://teslarati.com/tesla-model-y-configurator-china-delivery-update/…
3
39
359",,3,39,359,[],https://twitter.com/Teslarati/status/1268444904088272900
